word,hamcount,spamcount,invham,invspam
ihnly,1,0,1,0
ihnob,1,0,1,0
ihnpdgusihnldmvyywwgbmv,1,0,1,0
ihnv,1,0,1,0
ihnwzwnpzmljywxsesb,1,0,1,0
ihost,0,4,0,1
ihpgmeaaaa,1,0,1,0
ihpgmeaaaalqefaaqaaadwaqwabaaaac,1,0,1,0
ihpvbwxpu,1,0,1,0
ihqanab,1,0,1,0
ihr,3,3,1,1
ihre,0,12,0,1
ihrem,0,2,0,1
ihren,0,1,0,1
ihrer,0,2,0,1
ihres,0,3,0,1
ihrhbgsgdg,1,0,1,0
ihrhcmdldd,0,2,0,1
ihrkzyb,1,0,1,0
ihroaxmgdhjhbnnpdglvbiwgyw,1,0,1,0
ihroyxqgaw,1,0,1,0
ihroyxqgdghlc,1,0,1,0
ihroyxqgywxzbybdihdpbgwgc,1,0,1,0
ihrozsb,0,1,0,1
ihrozsbd,0,1,0,1
ihrozsbeuyb,1,0,1,0
ihrozsbnqumgbgf,1,0,1,0
ihrozsbnqumsigegc,1,0,1,0
ihrozsbpbnrlcm,1,0,1,0
ihrozsbpbnzlc,1,0,1,0
ihrozsbpbxbhy,1,0,1,0
ihrozsbuzxh,0,1,0,1
ihrozsbvbml,1,0,1,0
ihrozsbyywrpbybvbib,1,0,1,0
ihrozsbzdgfuzgfyzc,1,0,1,0
ihrozsbzdgfuzgfyzcbpcyby,1,0,1,0
ihrozsbzyw,1,0,1,0
ihrvievuzcbvc,1,0,1,0
ihrvig,1,0,1,0
ihrvighpz,1,0,1,0
ihrvigltcgxlbwvudcb,1,0,1,0
ihrvigluzgl,1,0,1,0
ihrvignvbwuudu,1,0,1,0
ihrvignvcgugd,1,0,1,0
ihrvigzpbmlzac,1,0,1,0
ihrvihdpbm,1,0,1,0
ihrvihn,1,0,1,0
ihrvihnlbmqgdg,3,0,1,0
ihrvihnlbnqgbg,1,0,1,0
ihrvzgf,1,0,1,0
ihs,8,0,1,0
iht,1,0,1,0
ihubpub,1,0,1,0
ihug,43,0,1,0
ihuq,0,1,0,1
ihv,2,2,1,1
ihvfy,0,2,0,1
ihvz,1,0,1,0
ihw,1,2,1,1
ihwxnhh,1,0,1,0
ihx,1,0,1,0
ihy,1,0,1,0
ihyy,1,0,1,0
ihzlbmrvcnmgyxjlihvzaw,1,0,1,0
ihzlcnnpb,1,0,1,0
ihzp,4,0,1,0
ihzpt,2,0,1,0
ihzpzgvvigzsaxbzig,1,0,1,0
ihzvdgluzybtzw,1,0,1,0
ii,515,183,1,1
iia,4,6,1,1
iiaaa,1,0,1,0
iiaaaie,0,2,0,1
iiaaanoe,0,2,0,1
iiaaaooaaaziwaahcgaaaaaefaeaaaafaaaaa,1,0,1,0
iiaad,1,2,1,1
iiaae,1,0,1,0
iiaamckaadmiwaawsuaaaaaefaeaaaafqaa,1,0,1,0
iiacg,1,0,1,0
iiae,1,2,1,1
iiaeaa,0,4,0,1
iiaeaaenoaeaa,0,2,0,1
iiaeaaenoaey,0,4,0,1
iiaeaao,0,2,0,1
iiaeaaoaa,0,2,0,1
iiaeaeyaeaaoue,0,2,0,1
iiaeaiaeiuaa,0,4,0,1
iiaeaid,0,2,0,1
iiaed,0,8,0,1
iiaeiad,0,2,0,1
iiaeii,0,6,0,1
iiaeiinoue,0,2,0,1
iiaeoiaeoeaaa,0,2,0,1
iiaiae,0,2,0,1
iiaiaed,0,2,0,1
iiaoth,0,2,0,1
iias,2,0,1,0
iiaue,0,2,0,1
iiauo,0,2,0,1
iiazmdkumdesk,1,0,1,0
iib,0,4,0,1
iic,6,8,1,1
iicbwaaabgetgh,1,0,1,0
iicm,1,0,1,0
iiconf,0,6,0,1
iid,2,14,1,1
iid_ihello,1,0,1,0
iidbvooawb,1,0,1,0
iie,0,20,0,1
iiea,0,2,0,1
iieaa,0,2,0,1
iieaaaeaaaaneass,0,2,0,1
iieaeaao,0,2,0,1
iied,0,2,0,1
iieiaeaaiee,0,2,0,1
iieiaeoeia,0,2,0,1
iienua,0,2,0,1
iieo,0,8,0,1
iif,1,6,1,1
iifx,1,0,1,0
iig,0,2,0,1
iigog,2,0,1,0
iih,0,2,0,1
iihif,1,0,1,0
iii,209,80,1,1
iiia,1,4,1,1
iiiaeaanoai,0,2,0,1
iiiai,0,2,0,1
iiid,0,2,0,1
iiie,0,4,0,1
iiiieiai,0,2,0,1
iiiiipsbijl,0,1,0,1
iiim,0,2,0,1
iiinois,2,0,1,0
iiio,0,8,0,1
iiioeyd,0,2,0,1
iiis,1,0,1,0
iiitg,0,2,0,1
iij,0,26,0,1
iik,0,8,0,1
iil,1,0,1,0
iild,1,0,1,0
iilomyinz,1,0,1,0
iimftfz,1,0,1,0
iindex,10,0,1,0
iineaa,0,10,0,1
iineaaa,0,4,0,1
iineaaaeia,0,4,0,1
iineaaaeieaa,0,2,0,1
iineau,0,4,0,1
iinet,6,0,1,0
iiniaaeo,0,2,0,1
iiniaey,0,2,0,1
iinniaaao,0,2,0,1
iino,0,4,0,1
iinod,0,2,0,1
iinoe,0,2,0,1
iinoue,0,4,0,1
iiod,0,2,0,1
iioe,0,4,0,1
iioea,0,2,0,1
iiogaqaqcaaeaaaaaaabaaeaaqeqbgaiaaaa,1,0,1,0
iioiae,0,2,0,1
iioiaeaeaaieaa,0,2,0,1
iip,1,0,1,0
iipanel,0,2,0,1
iipvt,2,0,1,0
iiq,0,2,0,1
iiqm,8,0,1,0
iir,2,2,1,1
iirc,30,0,1,0
iirhdkhuf,0,1,0,1
iirxgq,0,2,0,1
iirzqbbvb,0,2,0,1
iis,148,2,1,1
iise,4,0,1,0
iisesun,3,0,1,0
iisgc,1,0,1,0
iisi,19,0,1,0
iit,14,0,1,0
iitd,19,0,1,0
iiternet,1,0,1,0
iitk,30,0,1,0
iitm,3,2,1,1
iitpuvu,2,0,1,0
iits,2,0,1,0
iiu,1,0,1,0
iiue,0,2,0,1
iiuo,0,2,0,1
iivi,8,0,1,0
iivx,4,0,1,0
iiwmia,1,2,1,1
iiyaeeinue,0,2,0,1
iiznzkdcijxk,0,2,0,1
ij,7,82,1,1
ija,1,0,1,0
ijagobnqv,1,0,1,0
ijaipjwvyt,0,2,0,1
ijajbv,0,1,0,1
ijap,2,0,1,0
ijbnia,1,2,1,1
ijcpjs,0,2,0,1
ijcswj,2,0,1,0
ije,5,2,1,1
ijf,1,0,1,0
ijfh,1,0,1,0
ijfop,1,0,1,0
ijfzbbxz,1,0,1,0
ijg,0,36,0,1
ijggbzzjwamn,1,0,1,0
ijhxms,1,0,1,0
ijhz,1,0,1,0
iji,2,4,1,1
ijibms,1,0,1,0
ijigiw,0,1,0,1
ijipktljwwl,2,0,1,0
ijj,1,0,1,0
ijk,1,0,1,0
ijkfmf,0,2,0,1
ijlb,1,0,1,0
ijlqpwtmzjgtrxirmqnyeqpp,1,0,1,0
ijo,1,2,1,1
ijoo,2,0,1,0
ijovibj,1,0,1,0
ijpeg,1,0,1,0
ijpgxiqwp,2,0,1,0
ijpj,1,0,1,0
ijq,1,0,1,0
ijqggqwebach,2,0,1,0
ijri,1,0,1,0
ijt,0,2,0,1
ijtgncy,1,0,1,0
ijthjzvwttkta,1,0,1,0
ijti,1,0,1,0
ijuc,1,0,1,0
ijuto,1,0,1,0
ijv,0,14,0,1
ijvmaqu,0,2,0,1
ijvun,1,0,1,0
ijw,5,0,1,0
ijwiaqaqcaaeaaaaaaabaaeaaqeqbgaiaaaa,1,0,1,0
ijx,1,0,1,0
ijxc,1,0,1,0
ijxtwq,0,2,0,1
ijxv,1,0,1,0
ijyvbwrzicqbv,1,0,1,0
ijzf,2,0,1,0
ik,9,45,1,1
ika,2,2,1,1
ikaaaaaefaeaaaaaqaaaa,3,0,1,0
ikaabakaad,1,0,1,0
ikaabckaad,1,0,1,0
ikan,1,0,1,0
ikcvcwt,1,0,1,0
ikcz,1,0,1,0
ikdmfyjay,1,0,1,0
ikdo,2,0,1,0
ike,5,2,1,1
ikeda,2,4,1,1
ikeja,0,1,0,1
ikga,0,24,0,1
ikh,1,0,1,0
ikhf,0,42,0,1
iki,1,0,1,0
ikicms,1,0,1,0
ikimpm,1,0,1,0
ikjba,1,0,1,0
ikl,0,2,0,1
ikmsn,1,0,1,0
ikmtihtqxldn,1,0,1,0
iknsxpxbr,2,0,1,0
iknxfk,1,1,1,1
ikom,7,0,1,0
ikon,7,0,1,0
ikoyi,0,1,0,1
ikpe,5,0,1,0
ikpg,1,0,1,0
ikryq,0,10,0,1
iks,4,0,1,0
iksusc,0,1,0,1
ikv,1,2,1,1
ikw,1,0,1,0
ikwpqq,0,2,0,1
ikx,0,8,0,1
ikxj,1,0,1,0
ikybbshkxwhltwzoi,1,0,1,0
ikzpt,1,0,1,0
il,179,176,1,1
ila,0,6,0,1
ilado,0,4,0,1
ilan,27,0,1,0
ilaria,1,0,1,0
ilb,1,2,1,1
ilbmread,1,0,1,0
ilbx,0,2,0,1
ilchmann,6,0,1,0
ilcqnt,0,2,0,1
ilcuca,2,0,1,0
ildio,0,2,0,1
ildtcsg,0,2,0,1
ile,3,0,1,0
ileana,1,0,1,0
ilec,21,0,1,0
ilecs,13,0,1,0
iledn,3,0,1,0
ileenbasis,0,8,0,1
ileneros,1,0,1,0
ilers,0,2,0,1
iles,1,0,1,0
ilford,1,0,1,0
ilgi,0,4,0,1
ili,1,0,1,0
iliac,0,8,0,1
iliad,0,4,0,1
ilic,0,1,0,1
iliffe,1,0,1,0
ilih,1,0,1,0
ilin,2,0,1,0
ilines,0,2,0,1
iljwl,1,0,1,0
ilk,3,0,1,0
ilkundkr,0,1,0,1
ilkzameaf,1,0,1,0
ill,46,77,1,1
illegal,141,0,1,0
illegalgail,0,2,0,1
illegality,0,1,0,1
illegally,6,0,1,0
illegibility,2,0,1,0
illegible,2,0,1,0
illegit,1,0,1,0
illegitimi,3,0,1,0
illertiate,2,0,1,0
illg,7,0,1,0
illhpzczat,1,0,1,0
illicit,5,0,1,0
illigal,6,0,1,0
illinios,1,0,1,0
illinois,128,9,1,1
illiteracy,1,0,1,0
illiterate,5,0,1,0
illiterates,76,0,1,0
illness,7,13,1,1
illogical,5,0,1,0
illogically,1,0,1,0
ills,3,2,1,1
illuminate,14,6,1,1
illuminated,9,0,1,0
illuminates,3,0,1,0
illuminating,2,0,1,0
illumination,4,0,1,0
illus,4,0,1,0
illusion,13,2,1,1
illusionist,1,0,1,0
illusions,3,0,1,0
illusory,2,2,1,1
illustr,0,1,0,1
illustrat,1,0,1,0
illustrate,18,0,1,0
illustrated,19,0,1,0
illustrates,18,2,1,1
illustrati,1,0,1,0
illustrating,5,2,1,1
illustration,10,0,1,0
illustrations,24,4,1,1
illustrator,31,136,1,1
illustriou,0,12,0,1
illustrious,3,0,1,0
ilm,6,12,1,1
ilm_proxy,1,0,1,0
ilmcffstjvbzyspaq,1,0,1,0
ilmcorp,2,0,1,0
ilo,2,0,1,0
iloab,1,0,1,0
ilobm,1,0,1,0
ilog,10,0,1,0
ilogr,1,2,1,1
ilona,16,0,1,0
ilpdqf,0,1,0,1
ilpostino,1,2,1,1
ilppa,0,6,0,1
ilrroyfdd,0,2,0,1
ilruk,2,0,1,0
ils,9,18,1,1
ilse,0,2,0,1
ilswy,1,0,1,0
iltfp,1,0,1,0
ilti,0,2,0,1
ilvzywasxdpucutr,2,0,1,0
ilwhotcwuzkxllshpycwbabbmnebaixbb,1,0,1,0
ilx,1,4,1,1
ilxptsbj,1,0,1,0
ilya,18,0,1,0
ilykfgcqbuk,2,0,1,0
ilyvik,0,2,0,1
ilz,2,0,1,0
im,216,277,1,1
im_,0,12,0,1
ima,4,0,1,0
imaaaaaefaeaaaafwaaaa,1,0,1,0
imaacosaadmiwaaaaar,1,0,1,0
imaacumaaaaabhwbaaaaaeaaaap,1,0,1,0
imaagaaqa,1,0,1,0
imaahmsaadmiwaaagak,1,0,1,0
imaahmtaaa,1,0,1,0
imaanqgaaaaabhwbaaaaaiaaaapaatwsaaaaeibcvaiaaaajgqa,1,0,1,0
imaaoeqaaaaabhwbaaaabmaaaapaatwqgeaaaiacvaiaaaacggaaaikaaataqvwbgea,1,0,1,0
imac,25,0,1,0
imacs,5,0,1,0
imaculat,0,2,0,1
imag,14,0,1,0
image,554,69,1,1
image_left,0,4,0,1
image_right,0,4,0,1
imagecraft,49,0,1,0
imaged,3,0,1,0
imagem,0,6,0,1
imagemask,3,0,1,0
imagen,33,0,1,0
imager,4,0,1,0
imageready,0,124,0,1
imagery,6,0,1,0
images,462,5,1,1
imagesco,1,0,1,0
imagesmasqu,2,0,1,0
imagic,4,0,1,0
imagictv,1,0,1,0
imaginable,1,0,1,0
imaginary,14,6,1,1
imagination,9,22,1,1
imaginations,3,0,1,0
imaginative,1,16,1,1
imagine,188,70,1,1
imagined,15,4,1,1
imagineering,1,0,1,0
imagines,3,0,1,0
imaging,39,0,1,0
imagining,2,0,1,0
imaginou,0,2,0,1
imagixx,2,0,1,0
imago,0,4,0,1
imai,2,0,1,0
imail,2,6,1,1
imake,1,0,1,0
imani,0,2,0,1
imap,88,8,1,1
imapd,9,0,1,0
imaq,1,0,1,0
imax,1,0,1,0
imay,2,0,1,0
imbalance,1,0,1,0
imbalanced,1,0,1,0
imbalances,2,0,1,0
imbc,4,0,1,0
imbecilit,0,8,0,1
imbedded,8,0,1,0
imbibe,0,2,0,1
imbued,2,0,1,0
imburse,1,0,1,0
imc,1,0,1,0
imclone,1,0,1,0
imcncb,1,0,1,0
imczh,1,0,1,0
imd,1,0,1,0
imdb,1,0,1,0
imdelyjrsuenuousqqfh,1,0,1,0
imdgw,1,2,1,1
imdlbmvyyxrv,0,2,0,1
ime,5,2,1,1
imebedding,1,0,1,0
imec,1,0,1,0
imecounterflowberwickbuy,0,8,0,1
imehl,1,0,1,0
imelda,1,0,1,0
imense,0,6,0,1
imep,1,0,1,0
imeuv,1,0,1,0
imex,1,0,1,0
imf,2,4,1,1
imfxms,1,0,1,0
img,107,2577,1,1
img_middle,0,4,0,1
img_top,0,4,0,1
imgecraft,1,0,1,0
imgysay,1,0,1,0
imh,0,2,0,1
imhhjzihf,1,0,1,0
imho,23,0,1,0
imhof,1,0,1,0
imitable,0,4,0,1
imitate,6,0,1,0
imitated,2,0,1,0
imitates,2,0,1,0
imitating,6,0,1,0
imitation,3,0,1,0
imitraex,0,2,0,1
imitreex,0,2,0,1
imitrfex,0,4,0,1
imitrkex,0,2,0,1
imitrnex,0,2,0,1
imitroex,0,2,0,1
imitrrex,0,2,0,1
imitrsex,0,4,0,1
imitrwex,0,4,0,1
imitrxex,0,2,0,1
imjbnawt,1,0,1,0
imjsdwuiihzsaw,0,2,0,1
imjskshl,1,0,1,0
imkhms,1,2,1,1
imldxa,0,2,0,1
imlq,1,0,1,0
imlx,0,2,0,1
imm,1,4,1,1
immafcpsg,0,2,0,1
immagini,0,2,0,1
immaterial,5,0,1,0
immature,4,0,1,0
immeadiately,1,0,1,0
immed,2,2,1,1
immedaitely,0,2,0,1
immedate,7,0,1,0
immediacy,2,2,1,1
immediat,2,0,1,0
immediate,95,180,1,1
immediately,209,460,1,1
immediatley,0,34,0,1
immediatly,18,2,1,1
immense,11,6,1,1
immensely,11,0,1,0
immer,1,2,1,1
immerse,2,0,1,0
immersed,6,0,1,0
immersion,5,0,1,0
immersive,6,0,1,0
immidiate,1,0,1,0
immigr,1,0,1,0
immigrant,6,4,1,1
immigrants,18,0,1,0
immigrate,3,2,1,1
immigrated,1,0,1,0
immigrating,2,0,1,0
immigration,22,0,1,0
immigrationdepartment,0,4,0,1
immigrint,1,0,1,0
imminent,7,2,1,1
immmtpe,0,4,0,1
immobile,2,8,1,1
immobilize,1,0,1,0
immodest,0,4,0,1
immoral,3,6,1,1
immortality,4,0,1,0
immortality_,1,0,1,0
immovable,1,0,1,0
immovably,0,8,0,1
immune,5,42,1,1
immunis,2,0,1,0
immunity,2,3,1,1
immunix,2,0,1,0
immunization,0,4,0,1
immunocytochemical,2,0,1,0
immunocytochemistry,1,0,1,0
immunohistochemical,1,0,1,0
immunology,1,0,1,0
immunoreactivity,2,0,1,0
immutable,4,8,1,1
immxrjddmuywyje,1,0,1,0
imnsho,1,0,1,0
imnx,1,0,1,0
imo,1071,3,1,1
imokhw,1,0,1,0
imoniker,1,0,1,0
imoomo,0,2,0,1
imortal,2,0,1,0
imov,219,0,1,0
imovie,1,0,1,0
imoxmuddmu,1,0,1,0
imp,12,12,1,1
impa,6,0,1,0
impaacts,1,0,1,0
impact,287,44,1,1
impacted,13,0,1,0
impacting,9,0,1,0
impacto,2,0,1,0
impacts,38,4,1,1
impage,1,0,1,0
impagliazzo,1,0,1,0
impair,4,0,1,0
impaired,2,0,1,0
impairment,8,0,1,0
impairments,0,2,0,1
impalpable,0,8,0,1
impart,1,4,1,1
impartial,4,0,1,0
impartiality,2,0,1,0
imparts,2,0,1,0
impassabl,0,2,0,1
impassable,1,2,1,1
impassible,4,0,1,0
impatience,1,0,1,0
impatient,5,12,1,1
impdkvjji,0,2,0,1
impeadance,1,0,1,0
impeccable,4,0,1,0
impedance,61,2,1,1
impedances,1,0,1,0
impede,4,0,1,0
impedes,3,0,1,0
impediment,3,10,1,1
impedimenta,3,0,1,0
impediments,7,0,1,0
impeding,2,0,1,0
impeeb,1,0,1,0
impeia,1,2,1,1
impel,2,8,1,1
impelled,0,12,0,1
impelling,0,2,0,1
impelrabbetleftflotillahighlightantwerpdrugstorewindowsillharmoniouscolond,0,4,0,1
impending,2,0,1,0
impenetrable,2,10,1,1
impenitent,0,2,0,1
imperativ,0,2,0,1
imperative,7,2,1,1
imperativo,1,0,1,0
imperceivable,0,6,0,1
imperceptibly,1,0,1,0
imperfect,1,0,1,0
imperfections,1,0,1,0
imperial,29,10,1,1
imperiale,1,0,1,0
imperials,2,0,1,0
imperil,1,0,1,0
imperishable,0,2,0,1
impermissible,2,0,1,0
impersonal,2,0,1,0
impersonate,3,0,1,0
impersonating,3,0,1,0
impersonation,1,2,1,1
impersonator,1,0,1,0
impersonators,0,8,0,1
impertinent,0,2,0,1
imperturbable,0,8,0,1
impervious,1,0,1,0
impetuous,0,2,0,1
impetus,2,0,1,0
impi,0,4,0,1
impinge,1,0,1,0
impious,0,4,0,1
impl,96,0,1,0
implacable,0,4,0,1
implant,1,0,1,0
implantation,0,4,0,1
implanted,4,0,1,0
implants,4,0,1,0
implausible,0,6,0,1
implemantation,1,0,1,0
implememted,1,0,1,0
implement,185,0,1,0
implementaions,1,0,1,0
implementati,2,0,1,0
implementation,274,141,1,1
implementations,106,0,1,0
implemented,202,0,1,0
implementers,1,0,1,0
implementing,63,0,1,0
implementor,2,0,1,0
implements,20,0,1,0
implemntation,2,0,1,0
implentation,1,0,1,0
implicances,1,0,1,0
implicate,1,0,1,0
implicated,2,0,1,0
implicates,1,0,1,0
implication,15,0,1,0
implications,55,0,1,0
implicit,33,0,1,0
implicitly,14,0,1,0
implicly,1,0,1,0
implict,1,0,1,0
implied,113,2,1,1
implies,40,0,1,0
impliment,1,0,1,0
implimentation,1,1,1,1
implimented,2,0,1,0
impliqu,1,0,1,0
implique,2,0,1,0
imploies,2,0,1,0
implosion,1,0,1,0
imply,47,0,1,0
implying,3,0,1,0
impol,1,0,1,0
impolite,2,0,1,0
impolitic,0,2,0,1
imponderable,0,4,0,1
impone,1,0,1,0
import,41,27,1,1
importance,172,14,1,1
important,726,472,1,1
importante,3,0,1,0
importantly,34,10,1,1
importantnumber,6,0,1,0
importation,5,2,1,1
imported,25,3,1,1
importer,2,18,1,1
importers,0,334,0,1
importheader,6,0,1,0
importing,20,0,1,0
importlib,5,0,1,0
imports,27,0,1,0
importunate,0,4,0,1
importune,4,0,1,0
importuned,2,0,1,0
impose,16,6,1,1
imposed,28,26,1,1
imposes,3,0,1,0
imposing,4,20,1,1
imposition,0,4,0,1
impossibale,1,0,1,0
impossibilities,1,0,1,0
impossibility,6,0,1,0
impossible,139,21,1,1
impostor,0,2,0,1
imposture,0,4,0,1
impotence,3,89,1,1
impotency,1,0,1,0
impotent,0,2,0,1
impoundments,2,0,1,0
impoverish,0,4,0,1
impoverished,3,0,1,0
impoverishing,1,0,1,0
impractical,17,0,1,0
impractically,2,0,1,0
imprecise,1,0,1,0
imprecisely,1,0,1,0
imprecision,4,0,1,0
imprecison,1,0,1,0
impregnable,0,4,0,1
impregnanted,1,0,1,0
impresario,0,2,0,1
impress,17,68,1,1
impressed,18,80,1,1
impression,88,6,1,1
impressionable,1,0,1,0
impressionistic,2,0,1,0
impressions,4,0,1,0
impressive,48,33,1,1
impressively,4,0,1,0
imprimatuer,1,0,1,0
imprimatur,0,12,0,1
imprint,0,12,0,1
imprinted,1,0,1,0
imprisoned,5,0,1,0
imprisoning,1,0,1,0
imprisonment,3,0,1,0
improbable,2,4,1,1
improbably,2,0,1,0
impromptu,3,2,1,1
improper,4,4,1,1
improperly,7,0,1,0
improv,1,0,1,0
improve,133,34,1,1
improved,88,71,1,1
improvement,82,4,1,1
improvements,64,16,1,1
improvemnet,4,0,1,0
improves,19,56,1,1
improvident,0,2,0,1
improving,41,95,1,1
improvisate,0,2,0,1
improvise,4,0,1,0
improvised,1,0,1,0
improvising,1,0,1,0
imprudent,2,0,1,0
impryelt,0,2,0,1
impudence,1,0,1,0
impudent,0,6,0,1
impuestos,1,0,1,0
impugning,1,0,1,0
impulse,42,2,1,1
impulses,1,0,1,0
impulsive,1,0,1,0
impunity,2,2,1,1
impure,0,2,0,1
imputation,2,2,1,1
imputed,0,36,0,1
imputs,6,0,1,0
impvoerish,1,0,1,0
imqa,1,0,1,0
imr,1,0,1,0
imre,1,0,1,0
imrich,2,0,1,0
imrn,7,0,1,0
imrworldwide,0,6,0,1
ims,42,0,1,0
imsnet,2,0,1,0
imsp,25,0,1,0
imssp,4,0,1,0
imssys,3,0,1,0
imt,6,0,1,0
imtech,2,0,1,0
imtermediate,1,0,1,0
imtj,0,2,0,1
imu,1,0,1,0
imua,1,0,1,0
imus,1,0,1,0
imuxipbsgswctw,0,8,0,1
imv,8,0,1,0
imvbymys,0,2,0,1
imvydjb,0,2,0,1
imweldq,1,0,1,0
imwgyydb,0,2,0,1
imxaqkukq,0,2,0,1
imxrwoxaulfoil,0,2,0,1
imy,0,4,0,1
in,46102,26373,1,1
in_array,2,0,1,0
in_rep_to,2,0,1,0
ina,4,74,1,1
inability,18,28,1,1
inaccessible,9,0,1,0
inaccuracies,14,0,1,0
inaccuracy,4,0,1,0
inaccurate,10,0,1,0
inaccuratecomediandecisivenitrideclaimleavenequiv,0,4,0,1
inaccurately,1,0,1,0
inacessible,1,0,1,0
inacrobat,1,0,1,0
inaction,2,0,1,0
inactive,16,8,1,1
inactivity,3,2,1,1
inad,3,0,1,0
inaddition,1,0,1,0
inaddr,0,2,0,1
inadequacy,1,0,1,0
inadequate,16,0,1,0
inadequately,4,0,1,0
inadvertant,1,0,1,0
inadvertantly,3,1,1,1
inadvertent,4,0,1,0
inadvertently,32,0,1,0
inadvisable,4,0,1,0
inafricanmail,0,1,0,1
inagaki,1,0,1,0
inaguraci,1,0,1,0
iname,80,10,1,1
inane,3,0,1,0
inanity,1,0,1,0
inanna,8,0,1,0
inappropriate,30,2,1,1
inappropriately,4,0,1,0
inappropriatly,2,0,1,0
inapt,0,4,0,1
inarticulate,2,0,1,0
inasmuch,0,2,0,1
inaugural,4,4,1,1
inaugurates,1,0,1,0
inauspicious,2,0,1,0
inb,2,0,1,0
inband,3,0,1,0
inbed,1,0,1,0
inbetween,1,0,1,0
inbl,0,2,0,1
inboard,1,8,1,1
inbound,44,24,1,1
inbox,412,5,1,1
inboxes,2,0,1,0
inbpgjt,1,0,1,0
inbreed,0,8,0,1
inbuilt,4,0,1,0
inburse,0,2,0,1
inc,965,2737,1,1
inca,1,0,1,0
incan,1,0,1,0
incandescent,3,0,1,0
incantation,2,6,1,1
incantations,4,0,1,0
incapable,10,0,1,0
incapacity,0,8,0,1
incarceration,2,0,1,0
incarnate,0,2,0,1
incarnation,3,16,1,1
incarnations,2,0,1,0
incase,8,0,1,0
incb,1,0,1,0
incc,1,0,1,0
inccest,0,2,0,1
incease,1,0,1,0
inceasing,2,0,1,0
incendiary,0,4,0,1
incense,0,2,0,1
incentive,16,8,1,1
incentives,6,0,1,0
incentivize,1,0,1,0
incep,0,4,0,1
inception,5,5,1,1
inces,1,0,1,0
incessant,1,10,1,1
incessantly,1,4,1,1
incesst,0,2,0,1
incest,4,2,1,1
incestt,0,2,0,1
incestuous,0,2,0,1
inch,101,2,1,1
incharge,0,2,0,1
inches,109,225,1,1
inching,1,0,1,0
inchmea,0,2,0,1
inchon,1,0,1,0
inchs,0,156,0,1
incic,44,0,1,0
inciden,0,4,0,1
incidence,12,4,1,1
incidences,1,0,1,0
incident,63,22,1,1
incidental,8,4,1,1
incidentally,22,2,1,1
incidently,2,0,1,0
incidents,25,4,1,1
incinerate,0,4,0,1
incinerated,0,8,0,1
incinr,2,0,1,0
incipient,2,2,1,1
incite,3,0,1,0
incited,2,0,1,0
inciting,1,0,1,0
inciw,10,0,1,0
incl,11,0,1,0
inclination,10,3,1,1
inclinations,2,0,1,0
inclined,37,2,1,1
inclines,2,0,1,0
inclining,2,0,1,0
inclino,1,0,1,0
inclinometer,29,0,1,0
inclinometers,7,0,1,0
inclose,0,4,0,1
inclosed,1,0,1,0
include,1159,213,1,1
included,666,214,1,1
includes,393,65,1,1
including,989,456,1,1
incluidos,1,0,1,0
incluisive,1,0,1,0
inclusion,26,96,1,1
inclusions,1,0,1,0
inclusive,31,13,1,1
inclusivelly,1,0,1,0
inclusively,6,0,1,0
inclusiveness,2,0,1,0
inclusivity,3,0,1,0
incluso,1,2,1,1
inclution,6,0,1,0
incnr,1,0,1,0
inco,1,0,1,0
incoherent,1,0,1,0
incolor,3,0,1,0
income,61,148,1,1
incomes,3,0,1,0
incoming,165,28,1,1
incomming,1,0,1,0
incompatability,4,0,1,0
incompatable,2,0,1,0
incompatibilities,5,0,1,0
incompatibility,23,0,1,0
incompatible,24,0,1,0
incompatiblity,1,0,1,0
incompatibly,6,0,1,0
incompetance,1,0,1,0
incompetent,6,4,1,1
incompetently,3,0,1,0
incomplete,30,60,1,1
incompleto,0,2,0,1
incomprehensibl,0,4,0,1
incomprehensible,5,0,1,0
incomprehensibly,1,0,1,0
incompressible,0,2,0,1
incomputable,0,18,0,1
inconceivable,7,0,1,0
inconclusive,4,0,1,0
incondensable,0,2,0,1
inconel,1,0,1,0
incongruent,1,0,1,0
incongruous,2,10,1,1
inconsequential,3,2,1,1
inconsiderate,2,0,1,0
inconsistant,3,0,1,0
inconsistantly,1,0,1,0
inconsistencies,8,0,1,0
inconsistency,3,0,1,0
inconsistent,59,4,1,1
inconsistently,2,0,1,0
inconstant,0,6,0,1
incontestable,0,10,0,1
incontrollable,0,2,0,1
incontrovertible,1,4,1,1
inconvenience,21,88,1,1
inconveniences,2,0,1,0
inconveniencing,0,2,0,1
inconvenient,17,0,1,0
inconvertible,0,24,0,1
inconvience,1,0,1,0
inconvienence,1,0,1,0
inconvieniance,5,0,1,0
inconvinience,0,20,0,1
inconvinient,2,0,1,0
incoporate,1,0,1,0
incoporation,1,0,1,0
incorect,1,0,1,0
incorectly,1,0,1,0
incoroprates,1,0,1,0
incorp,10,0,1,0
incorperate,1,0,1,0
incorporate,42,4,1,1
incorporated,52,4,1,1
incorporates,13,0,1,0
incorporating,15,0,1,0
incorporation,7,16,1,1
incorporationis,0,4,0,1
incorporeal,1,0,1,0
incorrect,175,2,1,1
incorrectly,74,0,1,0
incorrigible,0,2,0,1
incovenience,1,0,1,0
incovinence,0,4,0,1
incre,0,4,0,1
increaced,1,0,1,0
increadable,1,0,1,0
increadeable,0,10,0,1
increasable,0,4,0,1
